Reptér neve,Település,Ország,Azonosító,Szélesség,Hosszúság
Mabuiag Island Airport,Mabuiag Island,Australia,UBB,-9.949999809,142.1829987
Meekatharra Airport,Meekatharra,Australia,MKR,-26.61170006,118.5479965
Merimbula Airport,Merimbula,Australia,MIM,-36.90859985,149.901001
Milingimbi Airport,Milingimbi,Australia,MGT,-12.09440041,134.8939972
Maningrida Airport,Maningrida,Australia,MNG,-12.05609989,134.2339935
McArthur River Mine Airport,McArthur River Mine,Australia,MCV,-16.44249916,136.0839996
Mildura Airport,Mildura,Australia,MQL,-34.22919846,142.0859985
Mount Magnet Airport,Mount Magnet,Australia,MMG,-28.11610031,117.8420029
Moree Airport,Moree,Australia,MRZ,-29.49889946,149.8450012
Moranbah Airport,Moranbah,Australia,MOV,-22.05780029,148.0769959
Moruya Airport,Moruya,Australia,MYA,-35.89780045,150.1439972
Mount Gambier Airport,Mount Gambier,Australia,MGB,-37.74560165,140.7850037
Mornington Island Airport,Mornington Island,Australia,ONG,-16.66250038,139.1779938
Murray Island Airport,Murray Island,Australia,MYI,-9.916669846,144.0549927
Maryborough Airport,Maryborough,Australia,MBH,-25.5133,152.714996
Narrandera Airport,Narrandera,Australia,NRA,-34.70220184,146.5119934
Narrabri Airport,Narrabri,Australia,NAA,-30.31920052,149.8269959
Normanton Airport,Normanton,Australia,NTN,-17.68409,141.069664
Newman Airport,Newman,Australia,ZNE,-23.4178009,119.8030014
Olympic Dam Airport,Olympic Dam,Australia,OLP,-30.48500061,136.8769989
Port Augusta Airport,Argyle,Australia,PUG,-32.50690079,137.7169952
Palm Island Airport,Palm Island,Australia,PMK,-18.75530052,146.5809937
Paraburdoo Airport,Paraburdoo,Australia,PBO,-23.17110062,117.7450027
Cocos (Keeling) Islands Airport,Cocos Keeling Island,Cocos (Keeling) Islands,CCK,-12.18830013,96.83390045
Gove Airport,Gove,Australia,GOV,-12.26939964,136.8179932
Parkes Airport,Parkes,Australia,PKE,-33.13140106,148.2389984
Port Lincoln Airport,Port Lincoln,Australia,PLO,-34.6053009,135.8800049
Pormpuraaw Airport,Pormpuraaw,Australia,EDR,-14.896451,141.60908
Port Macquarie Airport,Port Macquarie,Australia,PQQ,-31.43580055,152.8630066
Portland Airport,Portland,Australia,PTJ,-38.31809998,141.470993
Quilpie Airport,Quilpie,Australia,ULP,-26.61219978,144.253006
Ramingining Airport,Ramingining,Australia,RAM,-12.35639954,134.897995
Roma Airport,Roma,Australia,RMA,-26.54500008,148.7749939
St George Airport,St George,Australia,SGO,-28.04969978,148.5950012
Shark Bay Airport,Shark Bay,Australia,MJK,-25.89389992,113.5770035
Saibai Island Airport,Saibai Island,Australia,SBR,-9.378330231,142.625
Strahan Airport,Strahan,Australia,SRN,-42.15499878,145.2920074
Thargomindah Airport,Thargomindah,Australia,XTG,-27.9864006,143.8110046
Tennant Creek Airport,Tennant Creek,Australia,TCA,-19.63439941,134.1829987
Victoria River Downs Airport,Victoria River Downs,Australia,VCD,-16.4021244,131.0049744
Warraber Island Airport,Sue Islet,Australia,SYU,-10.20829964,142.8249969
Windorah Airport,Windorah,Australia,WNR,-25.41309929,142.6670074
Whyalla Airport,Whyalla,Australia,WYA,-33.05889893,137.5140076
Wiluna Airport,Wiluna,Australia,WUN,-26.62919998,120.2210007
Wollongong Airport,Wollongong,Australia,WOL,-34.56110001,150.7890015
Winton Airport,Winton,Australia,WIN,-22.36359978,143.0859985
Wynyard Airport,Burnie,Australia,BWT,-40.99890137,145.7310028
Yorke Island Airport,Yorke Island,Australia,OKR,-9.752801,143.405673
Yam Island Airport,Yam Island,Australia,XMY,-9.901109695,142.776001
Beijing Nanyuan Airport,Beijing,China,NAY,39.78279877,116.3880005
Chifeng Airport,Chifeng,China,CIF,42.23500061,118.9079971
Changzhi Airport,Changzhi,China,CIH,36.247501,113.125999
Datong Airport,Datong,China,DAT,40.060299,113.482002
Baita International Airport,Hohhot,China,HET,40.851398,111.823997
Baotou Airport,Baotou,China,BAV,40.56000137,109.9970016
Shijiazhuang Daguocun International Airport,Shijiazhuang,China,SJW,38.28070068,114.6969986
Tongliao Airport,Tongliao,China,TGO,43.556702,122.199997
Ulanhot Airport,Ulanhot,China,HLH,46.195333,122.008333
Xilinhot Airport,Xilinhot,China,XIL,43.91559982,115.9639969
Beihai Airport,Beihai,China,BHY,21.5394,109.293999
Changde Airport,Changde,China,CGD,28.91889954,111.6399994
Dayong Airport,Dayong,China,DYG,29.1028,110.443001
Meixian Airport,Meixian,China,MXZ,24.35000038,116.1330032
Zhuhai Jinwan Airport,Zhuhai,China,ZUH,22.006399,113.375999
Liuzhou Bailian Airport,Liuzhou,China,LZH,24.2075,109.390999
Zhanjiang Airport,Zhanjiang,China,ZHA,21.214399,110.358002
Enshi Airport,Enshi,China,ENH,30.32029915,109.4850006
Nanyang Jiangying Airport,Nanyang,China,NNY,32.980801,112.614998
Xiangyang Liuji Airport,Xiangfan,China,XFN,32.1506,112.291
Yichang Sanxia Airport,Yichang,China,YIH,30.55655,111.479988
Ankang Wulipu Airport,Ankang,China,AKA,32.708099,108.931
Golmud Airport,Golmud,China,GOQ,36.4006,94.786102
Hanzhong Chenggu Airport,Hanzhong,China,HZG,33.134136,107.206014
Qingyang Airport,Qingyang,China,IQN,35.799702,107.602997
Xining Caojiabu Airport,Xining,China,XNN,36.5275,102.042999
Yan'an Ershilipu Airport,Yan'an,China,ENY,36.636902,109.554001
Yulin Yuyang Airport,Yulin,China,UYN,38.35971,109.590927
Arvaikheer Airport,Arvaikheer,Mongolia,AVK,46.25030136,102.802002
Altai Airport,Altai,Mongolia,LTI,46.37639999,96.22109985
Bayankhongor Airport,Bayankhongor,Mongolia,BYN,46.16329956,100.7040024
Dalanzadgad Airport,Dalanzadgad,Mongolia,DLZ,43.59170151,104.4300003
Khovd Airport,Khovd,Mongolia,HVD,47.95410156,91.62819672
Mörön Airport,Muren,Mongolia,MXV,49.66329956,100.098999
Diqing Airport,Shangri-La,China,DIG,27.7936,99.6772
Mangshi Airport,Luxi,China,LUM,24.4011,98.5317
Pu'er Simao Airport,Simao,China,SYM,22.793301,100.959
Zhaotong Airport,Zhaotong,China,ZAT,27.32559967,103.7549973
Ganzhou Airport,Ganzhou,China,KOW,25.853333,114.778889
Jingdezhen Airport,Jingdezhen,China,JDZ,29.33860016,117.1760025
Jiujiang Lushan Airport,Jiujiang,China,JIU,29.476944,115.801111
Quzhou Airport,Quzhou,China,JUZ,28.965799,118.899002
Lianyungang Airport,Lianyungang,China,LYG,34.571667,118.873611
Huangyan Luqiao Airport,Huangyan,China,HYN,28.56220055,121.4290009
Shubuling Airport,Linyi,China,LYI,35.04610062,118.4120026
Quanzhou Jinjiang International Airport,Quanzhou,China,JJN,24.7964,118.589996
Tunxi International Airport,Huangshan,China,TXN,29.73329926,118.2559967
Weifang Airport,Weifang,China,WEF,36.646702,119.119003
Weihai Airport,Weihai,China,WEH,37.18709946,122.2289963
Sunan Shuofang International Airport,Wuxi,China,WUX,31.49440002,120.4290009
Nanping Wuyishan Airport,Wuyishan,China,WUS,27.7019,118.000999
Wenzhou Longwan International Airport,Wenzhou,China,WNZ,27.912201,120.851997
Yancheng Airport,Yancheng,China,YNZ,33.425833,120.203056
Yiwu Airport,Yiwu,China,YIW,29.34469986,120.0319977
Zhoushan Airport,Zhoushan,China,HSN,29.93420029,122.3619995
Qamdo Bangda Airport,Bangda,China,BPX,30.55360031,97.10829926
Dachuan Airport,Dazhou,China,DAX,31.1302,107.4295
Guangyuan Airport,Guangyuan,China,GYS,32.39110184,105.7020035
Luzhou Airport,Luzhou,China,LZO,28.85219955,105.3929977
Mianyang Airport,Mianyang,China,MIG,31.42810059,104.7409973
Nanchong Airport,Nanchong,China,NAO,30.79545,106.1626
Nyingchi Airport,Nyingchi,China,LZY,29.30330086,94.33529663
Wanxian Airport,Wanxian,China,WXN,30.8017,108.433
Aksu Airport,Aksu,China,AKU,41.262501,80.291702
Qiemo Yudu Airport,Qiemo,China,IQM,38.233611,85.465556
Kuqa Airport,Kuqa,China,KCA,41.677856,82.872917
Korla Airport,Korla,China,KRL,41.69779968,86.12889862
Karamay Airport,Karamay,China,KRY,45.46655,84.9527
Yining Airport,Yining,China,YIN,43.955799,81.330299
Heihe Airport,Heihe,China,HEK,50.17162094,127.3088837
Jiamusi Airport,Jiamusi,China,JMU,46.84339905,130.4649963
Jinzhou Airport,Jinzhou,China,JNZ,41.10139847,121.0619965
Qiqihar Sanjiazi Airport,Qiqihar,China,NDG,47.23960114,123.9179993
Yanji Chaoyangchuan Airport,Yanji,China,YNJ,42.88280106,129.451004
Waikoloa Heliport,Waikoloa Village,United States,WKL,19.9205,-155.8607
Mount Keith Airport,Mount Keith,Australia,WME,-27.28639984,120.5550003
Los Roques Airport,Los Roques,Venezuela,LRV,11.94999981,-66.66999817
Inishmore Aerodrome,Inis Mor,Ireland,IOR,53.1067009,-9.653610229
Connemara Regional Airport,Indreabhan,Ireland,NNR,53.2303009,-9.467780113
Rügen Airport,Ruegen,Germany,GTI,54.3833313,13.3255558
Berezovo Airport,Berezovo,Russia,EZV,63.92100143,65.03050232
Worcester Regional Airport,Worcester,United States,ORH,42.26729965,-71.8757019
Anqing Tianzhushan Airport,Anqing,China,AQG,30.582199,117.050003
Shanhaiguan Airport,Qinhuangdao,China,SHP,39.968102,119.731003
Yuncheng Guangong Airport,Yuncheng,China,YCU,35.116391,111.0313889
Jiayuguan Airport,Jiayuguan,China,JGN,39.856899,98.3414
Dandong Airport,Dandong,China,DDG,40.0247,124.286003
Ordos Ejin Horo Airport,Dongsheng,China,DSN,39.49,109.8613889
Bao'anying Airport,Panzhihua,China,PZI,26.54,101.79852
Bremerton National Airport,Bremerton,United States,PWT,47.49020004,-122.7649994
Spencer Municipal Airport,Spencer,United States,SPW,43.16550064,-95.20279694
Jefferson City Memorial Airport,Jefferson City,United States,JEF,38.59120178,-92.15609741
Unst Airport,Unst,United Kingdom,UNT,60.74720001,-0.853850007
Provincetown Municipal Airport,Provincetown,United States,PVC,42.07189941,-70.2213974
Gustaf III Airport,Gustavia,France,SBH,17.90439987,-62.84360123
Kostroma Sokerkino Airport,Kostroma,Russia,KMW,57.7969017,41.01940155
Sukhumi Dranda Airport,Sukhumi,Georgia,SUI,42.85820007,41.12810135
Donskoye Airport,Tambow,Russia,TBW,52.80609894,41.48279953
Oban Airport,North Connel,United Kingdom,OBN,56.46350098,-5.399670124
Erechim Airport,Erechim,Brazil,ERM,-27.66189957,-52.2682991
Courchevel Airport,Courcheval,France,CVF,45.39670181,6.634719849
Fullerton Municipal Airport,Fullerton,United States,FUL,33.87200165,-117.9800034
Concord-Padgett Regional Airport,Concord,United States,USA,35.387798,-80.709099
Navoi Airport,Navoi,Uzbekistan,NVI,40.11719894,65.17079926
Ain Arnat Airport,Setif,Algeria,QSF,36.17810059,5.32449007
La Rochelle-Île de Ré Airport,La Rochelle,France,LRH,46.17919922,-1.195279956
Friedman Memorial Airport,Hailey,United States,SUN,43.50439835,-114.2959976
Mason City Municipal Airport,Mason City,United States,MCW,43.15779877,-93.33129883
Phoenix-Mesa-Gateway Airport,Mesa,United States,AZA,33.30780029,-111.6549988
Saúl Airport,Saul,French Guiana,XAU,3.61361,-53.204201
Anaktuvuk Pass Airport,Anaktuvuk Pass,United States,AKP,68.13359833,-151.7429962
Anvik Airport,Anvik,United States,ANV,62.646702,-160.190994
Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,ATK,70.46730042,-157.4360046
Gambell Airport,Gambell,United States,GAM,63.76679993,-171.7330017
Hooper Bay Airport,Hooper Bay,United States,HPB,61.52389908,-166.1470032
Kaltag Airport,Kaltag,United States,KAL,64.31909943,-158.7409973
St Mary's Airport,St Mary's,United States,KSM,62.0605011,-163.302002
Kivalina Airport,Kivalina,United States,KVL,67.73619843,-164.5630035
Mekoryuk Airport,Mekoryuk,United States,MYU,60.37139893,-166.2709961
Ruby Airport,Ruby,United States,RBY,64.72720337,-155.4700012
Shishmaref Airport,Shishmaref,United States,SHH,66.249604,-166.089112
Savoonga Airport,Savoonga,United States,SVA,63.68640137,-170.4929962
Noatak Airport,Noatak,United States,WTK,67.56610107,-162.9750061
Ormoc Airport,Ormoc City,Philippines,OMC,11.05799961,124.5650024
Puvirnituq Airport,Puvirnituq,Canada,YPX,60.05059814,-77.28690338
Tasiujaq Airport,Tasiujaq,Canada,YTQ,58.6678009,-69.95580292
Arctic Village Airport,Arctic Village,United States,ARC,68.1147,-145.578995
Sam Mbakwe International Airport,Imo,Nigeria,QOW,5.427060127,7.206029892
Arenal Airport,La Fortuna/San Carlos,Costa Rica,FON,10.478,-84.634499
Tambor Airport,Nicoya,Costa Rica,TMU,9.73852,-85.013802
Cauayan Airport,Cauayan,Philippines,CYZ,16.92989922,121.7529984
Kirovsk-Apatity Airport,Apatity,Russia,KVK,67.46330261,33.5882988
Coronel Altino Machado de Oliveira Airport,Governador Valadares,Brazil,GVR,-18.89520073,-41.98220062
Port Clarence Coast Guard Station,Port Clarence,United States,KPC,65.25370026,-166.8589935
Pajala Airport,Pajala,Sweden,PJA,67.24559784,23.06889915
Bella Coola Airport,Bella Coola,Canada,QBC,52.387501,-126.596001
Hagerstown Regional Richard A Henson Field,Hagerstown,United States,HGR,39.707901,-77.72949982
Araracuara Airport,Araracuara,Colombia,ACR,-0.5833,-72.4083
Gorakhpur Airport,Gorakhpur,India,GOP,26.73970032,83.4496994
Sand Point Airport,Sand Point,United States,SDP,55.31499863,-160.522995
Hami Airport,Hami,China,HMI,42.8414,93.669197
Wuzhou Changzhoudao Airport,Wuzhou,China,WUZ,23.456699,111.248001
Tugdan Airport,Romblon,Philippines,TBH,12.31099987,122.0849991
Sahand Airport,Maragheh,Iran,ACP,37.34799957,46.12789917
Gorgan Airport,Gorgan,Iran,GBT,36.90940094,54.40129852
Ilam Airport,Ilam,Iran,IIL,33.58660126,46.40480042
Parsabade Moghan Airport,Parsabad,Iran,PFQ,39.60359955,47.88150024
Tacheng Airport,Tacheng,China,TCG,46.67250061,83.34079742
Mardin Airport,Mardin,Turkey,MQM,37.22330093,40.63169861
Sugraly Airport,Zarafshan,Uzbekistan,AFS,41.61389923,64.23320007
Deering Airport,Deering,United States,DRG,66.06960297,-162.7660065
Leon Airport,Leon,Spain,LEN,42.5890007,-5.655560017
Burgos Airport,Burgos,Spain,RGS,42.357601,-3.62076
Sege Airport,Sege,Solomon Islands,EGM,-8.578889847,157.8760071
Shahrekord Airport,Shahre Kord,Iran,CQD,32.29719925,50.84220123
Kangra Airport,Kangra,India,DHM,32.1651001,76.26339722
Nanded Airport,Nanded,India,NDC,19.18330002,77.3167038
Shimla Airport,Shimla,India,SLV,31.0818,77.068001
Igiugig Airport,Igiugig,United States,IGG,59.32400131,-155.9019928
New Stuyahok Airport,New Stuyahok,United States,KNW,59.44990158,-157.3280029
King Cove Airport,King Cove,United States,KVC,55.11629868,-162.2660065
Port Heiden Airport,Port Heiden,United States,PTH,56.95909882,-158.6329956
Togiak Airport,Togiak Village,United States,TOG,59.05279922,-160.3970032
Geneina Airport,Geneina,Sudan,EGN,13.48169994,22.46719933
Long Akah Airport,Long Akah,Malaysia,LKH,3.299999952,114.7829971
Walaha Airport,Walaha,Vanuatu,WLH,-15.4119997,167.6909943
Chaoyang Airport,Chaoyang,China,CHG,41.538101,120.434998
Buffalo Spring,Samburu South,Kenya,UAS,0.530583,37.534195
Brus Laguna Airport,Brus Laguna,Honduras,BHG,15.7631,-84.543602
Bonaventure Airport,Bonaventure,Canada,YVB,48.07109833,-65.46029663
Sialkot Airport,Sialkot,Pakistan,SKT,32.53555679,74.3638916
Capitan Corbeta CA Curbelo International Airport,Punta del Este,Uruguay,PDP,-34.85509872,-55.09429932
Walvis Bay Airport,Walvis Bay,Namibia,WVB,-22.9799,14.6453
Katima Mulilo Airport,Mpacha,Namibia,MPA,-17.634399,24.176701
Anadolu Airport,Eskissehir,Turkey,AOE,39.809898,30.5194
Çanakkale Airport,Canakkale,Turkey,CKZ,40.13769913,26.42679977
Muş Airport,Mus,Turkey,MSR,38.74779892,41.66120148
Sinop Airport,Sinop,Turkey,NOP,42.01580048,35.06639862
Tekirdağ Çorlu Airport,Çorlu,Turkey,TEQ,41.13819885,27.91909981
Bursa Yenişehir Airport,Yenisehir,Turkey,YEI,40.25519943,29.56259918
Terre-de-Haut Airport,Les Saintes,Guadeloupe,LSS,15.86439991,-61.58060074
Kalay Airport,Kalemyo,Myanmar,KMV,23.18880081,94.05110168
Vieques Airport,Vieques Island,Puerto Rico,VQS,18.11580086,-65.42269897
St Augustin Airport,St-Augustin,Canada,YIF,51.21170044,-58.65829849
Hamadan Airport,Hamadan,Iran,HDM,34.86920166,48.55250168
Marinduque Airport,Gasan,Philippines,MRQ,13.36100006,121.8259964
Grafton Airport,Grafton,Australia,GFN,-29.75939941,153.0299988
Orange Airport,Orange,Australia,OAG,-33.38169861,149.1329956
Taree Airport,Taree,Australia,TRO,-31.8885994,152.5140076
Choibalsan Airport,Choibalsan,Mongolia,COQ,48.13570023,114.6460037
Hohenems-Dornbirn Airport,Hohenems,Austria,HOH,47.38499832,9.699999809
Delta County Airport,Escanaba,United States,ESC,45.72269821,-87.09369659
Yakutat Airport,Yakutat,United States,YAK,59.50329971,-139.6600037
Goulburn Airport,Goulburn,Australia,GUL,-34.81029892,149.7259979
Cessnock Airport,Cessnock,Australia,CES,-32.787498,151.341995
Scone Airport,Scone,Australia,NSO,-32.03720093,150.8320007
Mudgee Airport,Mudgee,Australia,DGE,-32.5625,149.6109924
Maitland Airport,Maitland,Australia,MTL,-32.701265,151.492912
Benjamin Rivera Noriega Airport,Culebra Island,Puerto Rico,CPX,18.313289,-65.304324
Williamson County Regional Airport,Marion,United States,MWA,37.75500107,-89.01110077
Oceanside Municipal Airport,Fraser Island,Australia,OCN,33.21730042,-117.3539963
Kirkuk Air Base,Kirkuk,Iraq,KIK,35.4695015,44.34889984
Al Udeid Air Base,Doha,Qatar,XJD,25.11730003,51.31499863
Great Barrier Aerodrome,Claris,New Zealand,GBZ,-36.24140167,175.4720001
Ford Airport,Iron Mountain,United States,IMT,45.81840134,-88.11450195
Allakaket Airport,Allakaket,United States,AET,66.55180359,-152.621994
Michigan City Municipal Airport,Michigan City,United States,MGC,41.70330048,-86.82119751
Seward Airport,Seward,United States,SWD,60.12689972,-149.4190063
Grand Marais Cook County Airport,Grand Marais,United States,GRM,47.8382988,-90.38289642
Wausau Downtown Airport,Wausau,United States,AUW,44.92620087,-89.62660217
Mary Airport,Mary,Turkmenistan,MYP,37.6194,61.896702
Reykjahlíð Airport,Myvatn,Iceland,MVA,65.65579987,-16.91810036
Sabadell Airport,Sabadell,Spain,QSA,41.52090073,2.105079889
Whitsunday Island Airport,Airlie Beach,Australia,WSY,-20.27611,148.755
Delaware County Johnson Field,Muncie,United States,MIE,40.24229813,-85.39589691
Purdue University Airport,Lafayette,United States,LAF,40.41230011,-86.93689728
North Las Vegas Airport,Las Vegas,United States,VGT,36.21070099,-115.1940002
Kenosha Regional Airport,Kenosha,United States,ENW,42.59569931,-87.92780304
Montrose Regional Airport,Montrose CO,United States,MTJ,38.50979996,-107.8939972
Riverton Regional Airport,Riverton WY,United States,RIW,43.06420136,-108.4599991
Eastern Oregon Regional At Pendleton Airport,Pendleton,United States,PDT,45.69509888,-118.8410034
Lympne Airport,Lympne,United Kingdom,LYM,51.08,1.013
Porto Cheli Airport,Porto Heli,Greece,PKH,37.297501,23.1478
Tindal Airport,Katherine,Australia,KTR,-14.52110004,132.378006
Nowra Airport,Nowra,Australia,NOA,-34.94889832,150.5370026
Lutsk Airport,Lutsk,Ukraine,UCK,50.678404,25.487165
Chernihiv Shestovitsa Airport,Chernigov,Ukraine,CEJ,51.40219879,31.1583004
Brest Airport,Brest,Belarus,BQT,52.108299,23.8981
Wittman Regional Airport,Oshkosh,United States,OSH,43.9844017,-88.55699921
Wangerooge Airport,Wangerooge,Germany,AGE,53.78277969,7.913888931
Bendigo Airport,Bendigo,Australia,BXG,-36.73939896,144.3300018
Pangborn Memorial Airport,Wenatchee,United States,EAT,47.39889908,-120.2070007
Antonio Nery Juarbe Pol Airport,Arecibo,Puerto Rico,ARE,18.45000076,-66.6753006
Ringi Cove Airport,Ringi Cove,Solomon Islands,RIN,-8.126390457,157.1430054
Kirensk Airport,Kirensk,Russia,KCK,57.773,108.064
Ust-Kut Airport,Ust-Kut,Russia,UKX,56.8567009,105.7300034
Rimatara Airport,Rimatara,French Polynesia,RMT,-22.63725,-152.8059
Lausanne-Blécherette Airport,Lausanne,Switzerland,QLS,46.54529953,6.616670132
Locarno Airport,Locarno,Switzerland,ZJI,46.16080093,8.878609657
Neuchatel Airport,Neuchatel,Switzerland,QNC,46.95750046,6.864719868
Taganrog Yuzhny Airport,Taganrog,Russia,TGK,47.1983333,38.8491667
Gelendzhik Airport,Gelendzhik,Russia,GDZ,44.58209263,38.01248074
Zhukovsky International Airport,Ramenskoe,Russia,ZIA,55.553299,38.150002
Tunoshna Airport,Yaroslavl,Russia,IAR,57.56069946,40.15739822
Gu-Lian Airport,Mohe County,China,OHE,52.91277778,122.43
Jining Qufu Airport,Jining,China,JNG,35.292778,116.346667
Drake Bay Airport,Puntarenas,Costa Rica,DRK,8.71889019,-83.64170074
Altay Air Base,Altay,China,AAT,47.74988556,88.0858078
Tuzla International Airport,Tuzla,Bosnia and Herzegovina,TZL,44.45869827,18.72480011
NAS Fort Worth JRB/Carswell Field,Dallas,United States,FWH,32.76919937,-97.4414978
Naypyidaw Airport,Naypyidaw,Burma,NYT,19.623501,96.200996
Bokpyinn Airport,Bokepyin,Burma,VBP,11.1494,98.735901
Manzhouli Xijiao Airport,Manzhouli,China,NZH,49.566667,117.33
Wuhai Airport,Wuhai,China,WUA,39.7934,106.7993
Gary Chicago International Airport,Gary,United States,GYY,41.61629868,-87.41280365
Brainerd Lakes Regional Airport,Brainerd,United States,BRD,46.39830017,-94.13809967
Greenbrier Valley Airport,Lewisburg,United States,LWB,37.85829926,-80.39949799
Pitt Greenville Airport,Greenville,United States,PGV,35.6352005,-77.38529968
Chefornak Airport,Chefornak,United States,CYF,60.14920044,-164.2859955
Oxnard Airport,Oxnard,United States,OXR,34.20080185,-119.2070007
Branson Airport,Branson,United States,BKG,36.532082,-93.200544
Tongren Fenghuang Airport,Tongren,China,TEN,27.883333,109.308889
Jinggangshan Airport,Jian,China,JGS,26.85689926,114.7369995
Naiu Airport,Niau,French Polynesia,NIU,-16.1191,-146.3683
Schenectady County Airport,Scotia NY,United States,SCH,42.85250092,-73.92890167
Begishevo Airport,Nizhnekamsk,Russia,NBC,55.56470108,52.09249878
Warri Airport,Osubi,Nigeria,QRW,5.59611,5.81778
Siargao Airport,Siargao,Philippines,IAO,9.8591,126.014
Langeoog Airport,Langeoog,Germany,LGO,53.74250031,7.497777939
Nelspruit Airport,Nelspruit,South Africa,NLP,-25.5,30.91379929
Cherkasy International Airport,Cherkassy,Ukraine,CKC,49.41559982,31.99530029
Northeast Florida Regional Airport,St. Augustine Airport,United States,UST,29.9592,-81.339798
Mykolaiv International Airport,Nikolayev,Ukraine,NLV,47.05789948,31.9197998
Ramechhap Airport,Ramechhap,Nepal,RHP,27.3939991,86.06140137
Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,STS,38.50899887,-122.8130035
Kissimmee Gateway Airport,Kissimmee,United States,ISM,28.28980064,-81.43710327
Lake City Gateway Airport,Lake City,United States,LCQ,30.18199921,-82.57689667
Logan-Cache Airport,Logan,United States,LGU,41.79119873,-111.8519974
Brigham City Regional Airport,Brigham City,United States,BMC,41.552399,-112.061996
Aspen-Pitkin Co/Sardy Field,Aspen,United States,ASE,39.22320175,-106.8690033
Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,ULV,54.2682991,48.22669983
Kerrville Municipal Louis Schreiner Field,Kerrville,United States,ERV,29.97669983,-99.08570099
Sussex County Airport,Georgetown,United States,GED,38.68920135,-75.35890198
Prince Rupert/Seal Cove Seaplane Base,Prince Rupert,Canada,ZSW,54.33330154,-130.2830048
Great Bend Municipal Airport,Great Bend,United States,GBD,38.34429932,-98.85919952
Hays Regional Airport,Hays,United States,HYS,38.84220123,-99.27320099
Spirit of St Louis Airport,St. Louis,United States,SUS,38.66210175,-90.65200043
Ely Municipal Airport,Ely,United States,LYU,47.82450104,-91.83070374
Grand Rapids Itasca Co-Gordon Newstrom field,Grand Rapids MN,United States,GPZ,47.21110153,-93.50980377
Thief River Falls Regional Airport,Thief River Falls,United States,TVF,48.06570053,-96.18499756
Eagle River Union Airport,Eagle River,United States,EGV,45.93230057,-89.26830292
Lakeland-Noble F. Lee Memorial field,Minocqua - Woodruff,United States,ARV,45.92789841,-89.73090363
Berens River Airport,Berens River,Canada,YBV,52.358898,-97.018303
Catalina Airport,Catalina Island,United States,AVX,33.4049,-118.416
Mojave Airport,Mojave,United States,MHV,35.05939865,-118.1520004
Interlaken Air Base,Interlaken,Switzerland,ZIN,46.6766014,7.8790798
Inisheer Aerodrome,Inisheer,Ireland,INQ,53.06470108,-9.510899544
Strezhevoy Airport,Strezhevoy,Russia,SWT,60.70940018,77.66000366
Hutchinson Municipal Airport,Hutchinson,United States,HUT,38.06549835,-97.86060333
Bagram Air Base,Kabul,Afghanistan,OAI,34.94609833,69.26499939
Prince Sultan Air Base,Al Kharj,Saudi Arabia,AKH,24.06270027,47.58050156
Rosecrans Memorial Airport,Rosecrans,United States,STJ,39.77190018,-94.90969849
Volk Field,Camp Douglas,United States,VOK,43.93899918,-90.25340271
Gunnison Crested Butte Regional Airport,Gunnison,United States,GUC,38.53390121,-106.9329987
Xi'an Xiguan Airport,Xi\'AN,China,SIA,34.376701,109.120003
Zamperini Field,Torrance,United States,TOA,33.80339813,-118.3399963
Manistee Co Blacker Airport,Manistee,United States,MBL,44.2723999,-86.24690247
Charlotte County Airport,Punta Gorda,United States,PGD,26.92020035,-81.9905014
Northern Aroostook Regional Airport,Frenchville,United States,WFK,47.28549957,-68.31279755
Chautauqua County-Jamestown Airport,Jamestown,United States,JHW,42.15340042,-79.25800323
La Macaza / Mont-Tremblant International Inc Airport,Mont-Tremblant,Canada,YTM,46.40940094,-74.77999878
Lake Cumberland Regional Airport,Somerset,United States,SME,37.05339813,-84.61589813
Shenandoah Valley Regional Airport,Weyers Cave,United States,SHD,38.26380157,-78.89640045
Devils Lake Regional Airport,Devils Lake,United States,DVL,48.11420059,-98.90879822
Dickinson Theodore Roosevelt Regional Airport,Dickinson,United States,DIK,46.79740143,-102.802002
Sidney - Richland Regional Airport,Sidney,United States,SDY,47.706902,-104.193001
Chadron Municipal Airport,Chadron,United States,CDR,42.83760071,-103.0950012
Alliance Municipal Airport,Alliance,United States,AIA,42.05319977,-102.8040009
Mc Cook Ben Nelson Regional Airport,McCook,United States,MCK,40.20629883,-100.5920029
The Florida Keys Marathon Airport,Marathon,United States,MTH,24.726101,-81.051399
Dawson Community Airport,Glendive,United States,GDV,47.13869858,-104.8069992
L M Clayton Airport,Wolf Point,United States,OLF,48.0945015,-105.5749969
Yellowstone Airport,West Yellowstone,United States,WYS,44.68840027,-111.1179962
San Luis Valley Regional Bergman Field,Alamosa,United States,ALS,37.434898,-105.866997
Canyonlands Field,Moab,United States,CNY,38.75500107,-109.7549973
Ely Airport Yelland Field,Ely,United States,ELY,39.29970169,-114.8420029
Vernal Regional Airport,Vernal,United States,VEL,40.4408989,-109.5100021
Sierra Blanca Regional Airport,Ruidoso,United States,RUI,33.46279907,-105.5350037
Show Low Regional Airport,Show Low,United States,SOW,34.26549912,-110.0059967
McCall Municipal Airport,McCall,United States,MYL,44.88970184,-116.1009979
